EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Oder
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,19.02,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,118.69,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,13.41,ug/g,ppm,0.09,0.27,,,,4
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,2608.04,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,172.20,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,239.06,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,13.14,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,8931.95,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,6781.71,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,219.54,ug/g,ppm,0.33,0.99,,,,11
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,1483.70,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,12643.95,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,46.20,ug/g,ppm,0.30,0.89,,,,15
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,2403.38,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,2591.41,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,83.28,ug/g,ppm,0.93,2.80,,,,18
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,1745.49,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,205.13,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,1203.60,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,70.07,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,655.35,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,624.16,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,502.32,ug/g,ppm,2.04,6.13,,,,25
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,262.39,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,2026.39,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,4525.52,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,52.37,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,22.60,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,92.61,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,1825.62,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,7438.87,ug/g,ppm,2.49,7.47,,,,35
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,1340.26,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,52.44,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,192.39,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,9.47,ug/g,ppm,0.09,0.27,,,,4
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,2087.02,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,149.51,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,194.89,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,12.60,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,9009.99,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,6136.29,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,216.44,ug/g,ppm,0.33,0.99,,,,11
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,1788.13,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,14403.52,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,41.51,ug/g,ppm,0.30,0.89,,,,15
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,2508.40,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,2578.02,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,1484.30,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,146.38,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,786.54,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,62.49,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,661.35,ug/g,ppm,3.50,10.50,,,,23
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,566.96,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,482.41,ug/g,ppm,2.04,6.13,,,,25
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,235.67,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,1991.17,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,3533.95,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,34.59,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,14.86,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,84.70,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,1740.65,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,5125.59,ug/g,ppm,2.49,7.47,,,,35
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,1142.66,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,37.87,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,168.81,ug/g,ppm,0.63,1.89,,,,38
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,528.16,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,31.75,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,47.44,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,ug/g,ppm,0.09,0.27,U,,,8
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,2797.83,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,1833.11,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,60.36,ug/g,ppm,0.33,0.99,SF,,,11
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,592.87,ug/g,ppm,0.69,2.08,,,,13
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,1995.78,ug/g,ppm,10.60,31.80,,,,14
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,ug/g,ppm,0.30,0.89,U,,,15
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,837.70,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,715.73,ug/g,ppm,1.60,4.81,,,,17
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,350.30,ug/g,ppm,3.50,10.50,,,,19
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,69.56,ug/g,ppm,0.34,1.01,,,,20
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,229.65,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,22.56,ug/g,ppm,0.09,0.27,,,,22
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,,ug/g,ppm,3.50,10.50,U,,,23
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,113.41,ug/g,ppm,0.16,0.48,,,,24
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,76.30,ug/g,ppm,0.32,0.96,,,,26
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,595.45,ug/g,ppm,0.14,0.41,,,,27
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,1540.96,ug/g,ppm,0.20,0.59,,,,28
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,29.11,ug/g,ppm,0.12,0.36,,,,29
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,6.62,ug/g,ppm,0.09,0.27,,,,30
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,13.36,ug/g,ppm,1.67,5.00,,,,31
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,509.77,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,2581.66,ug/g,ppm,2.49,7.47,,,,35
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,221.33,ug/g,ppm,0.15,0.44,,,,36
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,10.65,ug/g,ppm,0.09,0.27,,,,37
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,ug/g,ppm,0.63,1.89,U,,,38
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,9.54,ug/g,ppm,0.09,0.27,,,,4
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,1966.01,ug/g,ppm,1.89,5.68,,,,5
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,141.38,ug/g,ppm,0.18,0.54,,,,6
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,180.80,ug/g,ppm,0.36,1.09,,,,7
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,10.59,ug/g,ppm,0.09,0.27,,,,8
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,7187.63,ug/g,ppm,6.72,20.20,,,,9
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,5609.79,ug/g,ppm,7.14,21.40,,,,10
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,173.96,ug/g,ppm,0.33,0.99,,,,11
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,1311.82,ug/g,ppm,0.69,2.08,,,,13
